,1,2,3,4,5,6,7,8,9,10,arpd
csp2-30-10000-1-9,1.21552127162,1.40252454418,1.37914913511,1.28564749883,1.28564749883,1.37914913511,1.33239831697,1.33239831697,1.33239831697,1.28564749883,1.32304815334
csp2-30-10000-2-8,1.38043986898,1.47402901263,1.45063172672,1.4272344408,1.4272344408,1.45063172672,1.45063172672,1.4272344408,1.28685072532,1.33364529715,1.41085634066
csp2-40-10000-1-7,1.6929764356,1.83024479524,1.8073667353,1.6929764356,1.71585449554,1.76161061542,1.78448867536,1.8073667353,1.8073667353,1.53283001601,1.74330816747
csp2-40-10000-2-6,2.14808043876,2.01096892139,2.07952468007,2.17093235832,2.14808043876,2.28519195612,1.91956124314,2.14808043876,2.05667276051,2.01096892139,2.09780621572
csp2-50-10000-1-5,1.66441745389,1.55195681511,1.7094017094,1.66441745389,1.64192532614,1.84435447593,1.66441745389,1.48448043185,1.55195681511,1.39451192083,1.61718398561
csp2-50-10000-2-4,1.68842863575,1.66591625394,1.64340387213,1.59837910851,1.59837910851,1.66591625394,1.50832958127,1.5758667267,1.59837910851,1.62089149032,1.61638901396
csp20-10-10000-1-9,0.178913738019,0.115015974441,0.115015974441,0.102236421725,0.153354632588,0.230031948882,0.140575079872,0.20447284345,0.166134185304,0.178913738019,0.158466453674
csp20-20-10000-1-7,0.477213075638,0.489143402529,0.489143402529,0.50107372942,0.381770460511,0.513004056311,0.477213075638,0.536864710093,0.453352421856,0.393700787402,0.471247912193
csp20-30-10000-1-5,0.394706292083,0.406315300673,0.336661249129,0.394706292083,0.406315300673,0.34827025772,0.383097283492,0.359879266311,0.371488274901,0.359879266311,0.376131878338
csp20-40-10000-1-3,0.434484335696,0.457351932312,0.514520923851,0.400182940773,0.457351932312,0.445918134004,0.423050537389,0.445918134004,0.445918134004,0.434484335696,0.445918134004
csp20-50-10000-1-1,0.554612337295,0.509337860781,0.531975099038,0.577249575552,0.520656479909,0.498019241653,0.543293718166,0.509337860781,0.509337860781,0.509337860781,0.526315789474
csp4-20-10000-1-2,0.982256020279,0.950570342205,1.06147021546,0.934727503169,0.887198986058,0.918884664132,0.982256020279,0.934727503169,1.04562737643,0.887198986058,0.958491761724
csp4-20-10000-2-3,0.322841000807,0.343018563358,0.383373688458,0.343018563358,0.302663438257,0.383373688458,0.383373688458,0.302663438257,0.363196125908,0.322841000807,0.345036319613
csp4-30-10000-1-1,0.688810653605,0.765345170672,0.795958977499,0.857186591153,0.719424460432,0.780652074085,0.811265880912,0.750038267259,0.841879687739,0.795958977499,0.780652074085
csp4-30-10000-2-0,0.360649168503,0.38068523342,0.400721298337,0.400721298337,0.340613103586,0.400721298337,0.38068523342,0.38068523342,0.360649168503,0.38068523342,0.378681626928
csp4-40-10000-1-9,0.825825825826,0.840840840841,0.810810810811,0.840840840841,0.825825825826,0.780780780781,0.765765765766,0.750750750751,0.840840840841,0.840840840841,0.812312312312
csp4-40-10000-2-8,0.200040008002,0.200040008002,0.180036007201,0.200040008002,0.200040008002,0.180036007201,0.160032006401,0.180036007201,0.200040008002,0.200040008002,0.190038007602
csp4-50-10000-1-7,0.947586615339,0.903168492745,0.962392656204,0.903168492745,0.962392656204,0.962392656204,0.88836245188,0.91797453361,0.962392656204,0.873556411016,0.928338762215
csp4-50-10000-2-6,0.0799680127949,0.0599760095962,0.0599760095962,0.0799680127949,0.0599760095962,0.0799680127949,0.0799680127949,0.0799680127949,0.0599760095962,0.0599760095962,0.0699720111955
average,,,,,,,,,,,0.855273416848
